1307311016;
酒店类
:4006668800:,苹果客服,,10131,1,;
:4006888887:,糯米网,,10140,1,;
:4006520365:,奥特莱斯商城,,10141,1,;
:4006528528:,麦包包,,10142,1,;
:4006605335:,美团,,10143,1,;
:4006777999:,悠品网,,10144,1,;
:4008105666:,卓越亚马逊,,10145,1,;
:4006789000:,宅急送,,10146,1,;
:4006789888:,唯品会,,10147,1,;
:4006858666:,满座,,10148,1,;
:4006941256:,急先达,,10149,1,;
:4006515016:,乐淘网,,10150,1,;
:4008102211:,天天网,,10151,1,;
:4007116699:,当当网,,10152,1,;
:4007167878:,面梦芭莎,,10153,1,;
:4008204400:,新蛋网,,10154,1,;
:4007787878:,巴贝拉家家送,,10155,1,;
:4007895858:,58团购,,10156,1,;
:4008198198:,苏宁易购,,10157,1,;
:4008115117:,中粮我买网,,10158,1,;
:4009111111:,顺丰优选,,10161,1,;
:4008199777:,国美电器网上商城,,10159,1,;
:4008228000:,justyle简时尚品,,10160,1,;
:4008980808:,上品折扣,,10162,1,;
:4008718018:,麦考林,,10163,1,;
:4008113333:,国美电器,,10159,1,;
:4008197197:,吉野家吉食送,,10164,1,;
:4008517517:,麦当劳麦乐送,,10165,1,;
:4008123123:,必胜宅急送,,10166,1,;
:4008823823:,肯德基(KFC)宅急送,,10167,1,;
:4008206998:,星巴克服务电话,,10168,1,;
:4008111111:,顺丰速运,,10169,1,;
:4008895543:,申通快递,,10170,1,;
:4008000222:,新邦物流,,10171,1,;
:4008086666:,天地华宇,,10172,1,;
:4001826666:,恒路物流,,10173,1,;
:4008105858:,三星售后,,10174,1,;
:4008123456:,tcl售后,,10175,1,;
:4008365315:,格力售后,,10176,1,;
:4008365365:,苏宁电器客服,,10177,1,;
:4008800123:,诺基亚售后,,10178,1,;
:4008800400:,丽华快餐,,10179,1,;
:4008891888:,联邦快递,,10180,1,;
:4008107272:,棒约翰外送,,10181,1,;
:4008898188:,中礼鲜花,,10182,1,;
:4008218998:,htc售后,,10184,1,;
:4008199999:,lg售后,,10183,1,;
:4008899315:,美的售后,,10185,1,;
:4008118888:,长城电脑售后,,10186,1,;
:4008100781:,松下售后,,10187,1,;
:4006105888:,同方电脑售后,,10188,1,;
:4008180280:,东芝综合信息中心,,10189,1,;
:4001001000:,联想售后,,10190,1,;
:4008868262:,爱普电器,,10191,1,;
:4008800008:,飞利浦售后,,10192,1,;
:4006103888:,惠普售后,,10193,1,;
:4008109000:,索尼售后,,10194,1,;
:4008208387:,富士通售后,,10195,1,;
:4008849423:,戴尔售后,,10196,1,;
:075526779999:4008809999:,中兴手机售后服务热线,,20000,1,;
:95598:,电力客户服务热线,,,1,;
:96102:,社保热线,,,1,;
:96156:,北京社区公共服务热线,,,1,;
:96310:,北京城管热线,,10197,1,;
:96315:,消协咨询投诉电话,,10198,1,;
:10000:,中国电信客服,,10199,1,;
:10001:,中国电信自助服务热线,,10199,1,;
:10011:,中国联通充值专线,,10134,1,;
:10010:,中国联通服务热线,,10134,1,;
:10015:,中国联通投诉中心,,10134,1,;
:10016:,北京联通电话营销专线,,10134,1,;
:10018:,联通VIP客服,,10134,1,;
:10019:,中国联通集团客服,,10134,1,;
:10050:,中国铁通客服,,10200,1,;
:10086:,中国移动客服,,10201,1,;
:10198:,联通秘书,,10134,1,;
:11888:,中国电信充值付费,,10199,1,;
:12580:,中国移动12580,,10201,1,;
:116114:,中国联通电话导航,,10134,1,;
:118114:,中国电信号码百事通,,10202,1,;
:13800138000:,中国移动手机充值,,10201,1,;
:12580:,中国移动12580,,10203,1,;
常用大学号码
:01062752114:,北京大学,,,1,;
:01062782165:,清华大学,,,1,;
:057185172244:,浙江大学,,,1,;
:02165642222:,复旦大学,,,1,;
:02134206500:,上海交通大学,,,1,;
:02768755114:,武汉大学,,,1,;
:01062511601:,中国人民大学,,,1,;
:02787541114:,华中科技大学,,,1,;
:043185166420:,吉林大学,,,1,;
:02223508219:,南开大学,,,1,;
:073188876834:,中南大学,,,1,;
:01062896811:,中国农业大学,,,1,;
:02982668888:,西安交通大学,,,1,;
:05922186110:,厦门大学,,,1,;
:02227403536:,天津大学,,,1,;
:02162233333:,华东师范大学,,,1,;
:02165982200:,同济大学,,,1,;
:02087110000:,华南理工大学,,,1,;
:09318911114:,兰州大学,,,1,;
:045186414060:,哈尔滨工业大学,,,1,;
:01082317114:,北京航空航天大学,,,1,;
中央党政部门公众服务电话
:01058934114:,建设部,,,1,;
:01058160600:,民政部,,,1,;
:01065961114:,外交部,,,1,;
:01066096114:,教育部,,,1,;
:01063202114:,水利部,,,1,;
:01068551114:,财政部,,,1,;
:01065194114:,海关总署,,,1,;
:01084025890:,红十字会,,,1,;
:01066083260:,中华慈善总会,,,1,;
:02152504617:,壹基金,,,1,;
:01082872688:,中国扶贫基金会,,,1,;
:01064035547:,中国青少年发展基金会,,,1,;
常用汽车公司号码
:4008869888:,吉利汽车,,,1,;
:4008838888:,奇瑞汽车,,,1,;
:4008801099:,江铃汽车,,,1,;
:4006668080:,一汽马自达客服中心,,,1,;
:4008171888:,一汽大众,,,1,;
:4008879988:,昌河汽车,,,1,;
:4008866688:,东风雪铁龙,,,1,;
:4008308899:,东风日产,,,1,;
:4008806622:,东风本田,,,1,;
:4008308999:,广州本田,,,1,;
:4008006666:,宝马汽车,,,1,;
:4008181188:,奔驰汽车,,,1,;
:4008303666:,比亚迪汽车,,,1,;
:4008101210:,一汽丰田,,,1,;
:4008308888:,广汽丰田,,,1,;
:14008201111:,上海大众咨询,,,1,;
:4008201902:,凯迪拉克咨询,,,1,;
:4008201912:,雪佛兰,,,1,;
:4008202020:,BUICK别克,,,1,;
:4006781200:,沃尔沃轿车,,,1,;
:4008877766:,Ford福特,,,1,;
:4008199199:,北汽福田,,,1,;
:4008001100:,北京现代,,,1,;
:4008281890:,南京依维柯,,,1,;
常用企业服务号码
:4001001000:,联想,,10190,1,;
:4008100781:,松下,,10187,1,;
:4008109977:,爱普生,,,1,;
:4001006000:,联想think大客户服务热线,,10190,1,;
:4006103888:,惠普,,10193,1,;
:4008849423:,戴尔,,,1,;
:4008800008:,飞利浦,,10192,1,;
:4008113339:,大中电器,,,1,;
:95105855:,老板,,,1,;
:4008899717:,苏泊尔,,,1,;
售后服务电话号码
:4008199999:,LG,,10183,1,;
:4006103888:,惠普,,10193,1,;
:4008849423:,戴尔,,,1,;
:4008109000:,索尼,,10194,1,;
:4008800008:,飞利浦,,10192,1,;
:4008100781:,松下,,10187,1,;
:4008109977:,爱普生,,,1,;
:4008123456:,TCL,,10175,1,;
:02082253777:,七喜,,,1,;
:01062789888:,清华同方,,,1,;
:4008800123:,诺基亚,,10178,1,;
:4008105858:,三星,,10174,1,;
:4006778899:,联通iPhone,,10134,1,;
:4008100000:,索爱,,10132,1,;
:4008201668:,多普达,,10136,1,;
:4006006655:,华硕,,,1,;
